N° ECONOMICO,FECHA DE ASIGNACIÓN,LITROS ASIGNADOS,PRECIO POR LITRO,TOTAL
M16,13/04/24,715.03,21.6,"15,444.65"
M16,16/04/24,655.01,24.39,"15,975.69"
M16,20/04/24,606,21.6,13089.6
M16,23/04/24,630,21.6,13608
M16,25/04/24,478,21.6,10324.8
M16,29/04/24,652.2,21.6,"14,087.52"
M16,2/05/24,395,21.6,8532
M16,7/05/24,340,21.6,7344
M16,9/05/24,223,21.6,4816.8
M16,14/05/24,358,21.6,7732.8
M16,16/05/24,285.6,22.5,6426
M16,21/05/24,207.42,22.5,"4,666.95"
M16,23/05/24,370,22.5,8325
M16,20/05/24,626,22.5,14085
M16,27/05/24,390,22.5,8775
M16,29/05/24,359,22.5,8077.5
M16,7/06/24,660.602,24.59,16244.2
M16,30/05/24,132.75,22.69,3012.1
M16,1/06/24,692.75,26.66,"18,468.72"
M16,4/06/24,852,22.69,"19,331.88"
M16,5/06/24,55,22.69,"1,247.95"
M16,10/06/24,740,22.69,16790.6
M16,20/06/24,456,22.69,"10,346.64"
M16,11/06/24,131.42,22.69,"2,981.92"
M16,17/06/24,596,22.69,"13,523.24"
M16,14/06/24,700.271,24.59,"17,219.66"
M16,22/06/24,285,22.69,"6,466.65"
M16,24/06/24,338,22.69,"7,669.22"
M16,27/06/24,575,22.69,"13,046.75"
M16,3/07/24,550,22.69,12479.5
M16,1/07/24,849.268,26.66,"22,641.48"
M16,4/07/24,245,22.69,"5,559.05"
M16,9/07/24,911.208,24.99,"22,771.09"
M16,12/07/24,655,22.69,"14,861.95"
M16,17/07/24,507,22.69,"11,503.83"
M16,20/07/24,557,22.69,"12,638.33"
M16,23/07/24,832.14,22.69,"18,881.26"
M16,25/07/24,591.512,24.99,"14,781.88"
M16,29/07/24,716,22.69,"16,246.04"
M16,31/07/24,668.022,27.16,"18,143.48"
M16,3/08/24,400,24.39,9756
M16,4/08/24,630.03,27.16,"17,111.61"
M16,6/08/24,700.27,22.69,"15,889.13"
M16,9/08/24,503,22.69,"11,413.07"
M16,14/08/24,553,22.69,"12,547.57"
M16,17/08/24,507,22.69,"11,503.83"
M16,10/09/24,65,22.69,"1,474.85"
M16,12/09/24,244.79,22.69,"5,554.29"
M16,16/09/24,283,22.69,"6,421.27"
M16,19/09/24,302.78,22.9,"6,933.66"
M16,23/09/24,506,22.9,11587.4
M16,26/09/24,639.04,22.9,"14,634.02"
M15,5/01/23,200,23.84,4768
M15,2/01/23,230,22.1,5083
M15,19/01/23,250,24.6,6150
M15,30/01/23,290.01,23.78,"6,896.44"
M15,5/01/23,250,23.84,5960
M15,7/01/23,300.692,22.1,"6,645.29"
M15,10/01/23,250,23.78,5945
M15,11/01/23,273.852,22.1,"6,052.13"
M15,21/02/23,280.029,19,"5,320.55"
M15,22/02/23,200,23.99,4798
M15,24/02/23,300.048,19,"5,700.91"
M15,1/03/23,182.305,20.152,"3,673.81"
M15,6/03/23,200,22.99,4598
M15,7/03/23,305.013,25.12,"7,661.93"
M15,3/03/23,200,23.09,4618
M15,4/03/23,290.58,20.152,"5,855.77"
M15,9/03/23,265.83,20.73,"5,510.66"
M15,28/03/23,136.27,21.57,"2,939.34"
M15,3/04/23,347.29,21.2,"7,362.55"
M15,6/04/23,225.38,21.9,"4,935.82"
M15,22/04/23,248.15,21.61,"5,362.52"
M15,12/05/23,228.07,22.15,"5,051.75"
M15,18/05/23,194.79,20.2,"3,934.76"
M15,24/05/23,252.48,20.2,5100.1
M15,7/06/23,320.43,21.7,"6,953.33"
M15,18/05/23,250,23.46,5865
M15,22/06/23,326.13,21.7,"7,077.02"
M15,27/06/23,265.28,21.7,"5,756.58"
M15,1/07/23,140.25,20.48,"2,872.32"
M15,5/07/23,174.52,20.48,"3,574.17"
M15,7/07/23,170,20.48,3481.6
M15,10/07/23,314.29,20.48,"6,436.66"
M15,14/07/23,363,22.33,"8,105.79"
M15,19/07/23,339.17,22.33,"7,573.67"
M15,24/07/23,329.88,20.7499,"6,844.98"
M15,23/07/23,50,20.7499,1037.5
M15,27/07/23,157.29,22.650032,"3,562.62"
M15,31/07/23,322.84,22.650032,"7,312.34"
M15,2/08/23,331,23.37,"7,735.47"
M15,8/08/23,303.6,23.37,"7,095.13"
M15,16/08/23,288.46,23.2,"6,692.27"
M15,21/08/23,373.13,22.32,"8,328.26"
M15,26/08/23,319.26,22.32,"7,125.88"
M15,2/09/23,199.96,22.32,"4,463.11"
M15,4/09/23,278.95,22.32,"6,226.16"
M15,8/09/23,347.3,22.32,"7,751.74"
M15,13/09/23,299.08,22.32,"6,675.47"
M15,20/09/23,337.15,21.99,"7,413.93"
M15,27/09/23,223.89,21.099,"4,723.86"
M15,30/09/23,175.63,21.099,"3,705.62"
M15,5/10/23,390,21.499,"8,384.61"
M15,9/10/23,205,21.499,4407.3
M15,11/10/23,158.2,21.499,"3,401.14"
M15,18/10/23,347.18,21.2,"7,360.22"
M15,24/10/23,341,21.2,7229.2
M15,30/10/23,392.01,21.2,"8,310.61"
M15,4/11/23,245.1,21.2,"5,196.12"
M15,11/11/23,263.41,21.2,"5,584.29"
M15,16/11/23,252,21.7,5468.4
M15,21/11/23,221,20.5,4530.5
M15,25/11/23,324,20.5,6642
M15,29/11/23,335,20.299,"6,800.17"
M15,5/12/23,100,20.299,2029.9
M15,6/12/23,100,20.299,2029.9
M15,7/12/23,100,20.299,2029.9
M15,8/12/23,340,20.299,"6,901.66"
M15,15/12/23,50,19.99,999.5
M15,15/12/23,381,19.99,"7,616.19"
M15,20/12/23,361,19.99,"7,216.39"
M15,27/12/23,330,19.69,6497.7
M15,2/01/24,280,19.69,5513.2
M15,6/01/24,293.1,19.69,"5,771.14"
M15,3/04/24,306,21.6,6609.6
M15,5/04/24,245,21.6,5292
M15,9/04/24,80,21.6,1728
M15,10/04/24,350,21.6,7560
M15,15/04/24,310,21.6,6696
M15,19/04/24,366,21.6,7905.6
M15,25/04/24,81,21.6,1749.6
M15,30/04/24,311,21.6,6717.6
M15,3/05/24,178,21.6,3844.8
M15,7/05/24,275.1,21.6,"5,942.16"
M15,10/05/24,240,21.6,5184
M15,23/05/24,230,22.5,5175
M15,14/05/24,80,22.5,1800
M15,21/05/24,225.5,22.5,"5,073.75"
M15,16/05/24,363.36,22.5,8175.6
M15,27/05/24,206,22.5,4635
M15,31/05/24,310,22.69,7033.9
M15,5/06/24,350,22.69,7941.5
M15,10/06/24,291,22.69,"6,602.79"
M15,8/06/24,80,22.69,1815.2
M15,13/06/24,290,22.69,6580.1
M15,18/06/24,330,22.69,7487.7
M15,21/06/24,255,22.69,"5,785.95"
M15,26/06/24,331,22.69,"7,510.39"
M15,29/06/24,265,22.69,"6,012.85"
M15,3/07/24,255,22.69,"5,785.95"
M15,8/07/24,320,22.69,7260.8
M15,8/07/24,80,22.69,1815.2
M15,11/07/24,280,22.69,6353.2
M15,17/07/24,80,22.69,1815.2
M15,17/07/24,321.53,22.69,"7,295.52"
M15,20/07/24,270.12,22.69,"6,129.02"
M15,23/07/24,97.86,22.69,"2,220.44"
M15,29/07/24,245,22.69,"5,559.05"
M15,2/08/24,258.12,22.69,"5,856.74"
M15,6/08/24,250.01,22.69,"5,672.73"
M15,9/08/24,276.54,22.69,"6,274.69"
M15,13/08/24,272.55,22.69,"6,184.16"
M15,16/08/24,230,22.69,5218.7
M15,26/08/24,250.97,22.69,"5,694.51"
M15,30/08/24,217.89,22.69,"4,943.92"
M15,5/09/24,295.1,22.69,"6,695.82"
M15,10/09/24,287.6,22.69,"6,525.64"
M15,17/09/24,309.35,22.69,"7,019.15"
M15,21/09/24,267.73,22.9,"6,131.02"
M15,26/09/24,100,22.9,2290
M15,27/09/24,300,22.9,6870
M15,2/10/24,308.89,21.25,"6,563.91"
M14,10/01/23,613.003,22.1,"13,547.37"
M14,16/01/23,486,21.7,10546.2
M14,25/01/23,600.01,21.7,"13,020.22"
M14,3/02/23,90,20.97,1887.3
M14,4/02/23,639.037,20.97,"13,400.61"
M14,11/02/23,429.018,19,"8,151.34"
M14,20/02/23,622.178,19,"11,821.38"
M14,1/03/23,361.38,20.152,"7,282.53"
M14,9/03/23,564.08,20.73,"11,693.38"
M14,18/03/23,678.59,20.73,"14,067.17"
M14,27/03/23,624.77,21.57,"13,476.29"
M14,1/04/23,565.94,21.2,"11,997.93"
M14,6/04/23,274.46,21.9,"6,010.67"
M14,15/04/23,529.61,21.61,"11,444.87"
M14,22/04/23,539.25,21.61,"11,653.19"
M14,3/05/23,624.95,21.49,"13,430.18"
M14,12/05/23,613.88,22.15,"13,597.44"
M14,20/05/23,726.54,20.2,"14,676.11"
M14,30/05/23,587.22,20.2,"11,861.84"
M14,14/06/23,625.78,21.7,"13,579.43"
M14,7/06/23,565.7,21.7,"12,275.69"
M14,7/07/23,250.03,20.48,"5,120.61"
M14,21/06/23,565.28,21.7,"12,266.58"
M14,28/06/23,642.16,20.48,"13,151.44"
M14,14/07/23,100,22.33,2233
M14,15/07/23,636.92,22.33,"14,222.42"
M14,24/07/23,679.12,20.7499,"14,091.67"
M14,26/07/23,196.81,20.7499,"4,083.79"
M14,28/07/23,518.34,22.650032,"11,740.42"
M14,7/08/23,728.02,23.37,"17,013.83"
M14,12/08/23,313.07,23.2,"7,263.22"
M14,24/08/23,100,22.32,2232
M14,22/08/23,100,22.32,2232
M14,24/08/23,778.91,22.32,"17,385.27"
M14,4/09/23,748.01,22.32,"16,695.58"
M14,12/09/23,301.65,22.32,"6,732.83"
M14,14/09/23,508.89,22.32,"11,358.42"
M14,22/09/23,273.55,21.099,"5,771.63"
M14,3/10/23,644.08,21.499,"13,847.08"
M14,11/10/23,653,21.499,"14,038.85"
M14,23/10/23,609,21.2,12910.8
M14,4/11/23,303.81,21.2,"6,440.77"
M14,13/11/23,518.76,21.2,"10,997.71"
M14,21/11/23,629.58,20.5,"12,906.39"
M14,28/11/23,710,20.299,"14,412.29"
M14,6/12/23,660,20.299,"13,397.34"
M14,18/12/23,600,19.99,11994
M14,11/12/23,351,19.99,"7,016.49"
M14,15/12/23,350,19.99,6996.5
M14,23/12/23,360,19.69,7088.4
M14,15/01/24,586.18,19.69,"11,541.88"
M14,23/01/24,595,19.69,"11,715.55"
M14,1/02/24,716.13,19.69,14100.6
M14,17/02/24,586,19.6,11485.6
M14,27/02/24,770,20.6,15862
M14,9/03/24,773,20.6,15923.8
M14,7/03/24,90,20.6,1854
M14,19/03/24,100.01,21.1,"2,110.21"
M14,20/03/24,755,21.1,15930.5
M14,1/04/24,682.35,21.6,"14,738.76"
M14,9/04/24,695,21.6,15012
M14,16/04/24,606,21.6,13089.6
M14,23/04/24,590.01,21.6,"12,744.22"
M14,2/05/24,735,21.6,15876
M14,13/05/24,80,21.6,1728
M14,14/05/24,80.01,21.6,"1,728.22"
M14,14/05/24,764,22.5,17190
M14,25/05/24,347,22.5,7807.5
M14,21/05/24,529,22.5,11902.5
M14,31/05/24,440,22.69,9983.6
M14,4/06/24,400.5,22.69,"9,087.35"
M14,17/06/24,486,22.69,"11,027.34"
M14,24/06/24,631,22.69,"14,317.39"
M14,27/06/24,268,22.69,"6,080.92"
M14,1/07/24,345,22.69,"7,828.05"
M14,9/07/24,490,22.69,11118.1
M14,15/07/24,490,22.69,11118.1
M14,22/07/24,623.46,22.69,"14,146.31"
M14,29/07/24,401.65,22.69,"9,113.44"
M14,8/08/24,657,22.69,"14,907.33"
M14,15/08/24,426,22.69,"9,665.94"
M14,22/08/24,545,22.69,"12,366.05"
M14,21/08/24,250,22.69,5672.5
M14,29/08/24,512.82,22.69,"11,635.89"
M14,4/09/24,514.39,22.69,"11,671.51"
M14,12/09/24,597.46,22.69,"13,556.37"
M14,14/09/24,116.31,22.69,"2,639.07"
M14,23/09/24,398.73,22.9,"9,130.92"
M14,2/10/24,286.54,21.25,"6,088.98"
M12,3/01/23,289,22.1,6386.9
M12,9/01/23,343.92,22.1,"7,600.63"
M12,14/01/23,340.39,21.7,"7,386.46"
M12,20/01/23,310.449,21.7,"6,736.74"
M12,19/01/23,89.746,21.7,"1,947.49"
M12,26/01/23,310.003,21.7,"6,727.07"
M12,30/01/23,89.792,21.7,"1,948.49"
M12,31/01/23,283.027,21.7,"6,141.69"
M12,7/02/23,315.037,20.97,"6,606.33"
M12,9/02/23,275.079,20.97,"5,768.41"
M12,14/02/23,175.378,19,"3,332.18"
M12,20/02/23,349.113,19,"6,633.15"
M12,26/02/23,323.235,20.152,"6,513.83"
M12,2/03/23,321.66,20.152,"6,482.09"
M12,8/03/23,267.3,20.152,"5,386.63"
M12,13/03/23,260.62,20.73,"5,402.65"
M12,16/03/23,201.66,20.73,"4,180.41"
M12,21/03/23,217.19,21.9,"4,756.46"
M12,23/03/23,259.06,21.9,"5,673.41"
M12,25/03/23,160.41,21.9,"3,512.98"
M12,30/03/23,300.53,21.57,"6,482.43"
M12,10/04/23,235.84,21.9,5164.9
M12,1/04/23,105.66,21.61,"2,283.31"
M12,4/04/23,242.88,21.2,"5,149.06"
M12,13/04/23,272.59,21.9,"5,969.72"
M12,17/04/23,182.96,21.61,"3,953.77"
M12,20/04/23,197.49,21.53,"4,251.96"
M12,26/04/23,251.07,21.53,"5,405.54"
M12,2/05/23,359.99,21.49,"7,736.19"
M12,5/05/23,293.24,21.49,"6,301.73"
M12,10/05/23,294.03,22.15,"6,512.76"
M12,19/05/23,309.63,20.2,"6,254.53"
M12,30/05/23,244.75,20.2,"4,943.95"
M12,16/05/23,218.15,20.2,"4,406.63"
M12,24/05/23,278.6,20.2,"5,627.72"
M12,15/06/23,320.1,21.7,"6,946.17"
M12,1/06/23,240,20.2,4848
M12,8/06/23,330.41,21.7,7169.9
M12,19/06/23,257.53,21.7,5588.4
M12,26/06/23,289.06,21.7,6272.6
M12,25/06/23,90,21.7,1953
M12,23/06/23,90,21.7,1953
M12,6/07/23,239.2,20.48,"4,898.82"
M12,10/07/23,188.51,20.48,"3,860.68"
M12,13/07/23,271.8,21.72,5903.5
M12,19/07/23,340.75,22.33,"7,608.95"
M12,24/07/23,248.16,20.7499,5149.3
M12,26/07/23,276.51,20.7499,"5,737.55"
M12,31/07/23,239.93,22.650032,"5,434.42"
M12,30/08/23,174.8,23.37,"4,085.08"
M12,8/08/23,287.31,23.37,"6,714.43"
M12,4/08/23,130,23.37,3038.1
M12,5/08/23,100,23.37,2337
M12,11/08/23,100,23.2,2320
M12,12/08/23,100,23.2,2320
M12,17/08/23,280.8,23.2,"6,514.56"
M12,14/08/23,266.01,23.2,"6,171.43"
M12,21/08/23,252.88,22.32,"5,644.28"
M12,24/08/23,100,22.32,2232
M12,26/08/23,268.39,22.32,"5,990.46"
M12,8/09/23,318,22.32,"7,097.76"
M12,1/09/23,100,22.32,2232
M12,4/09/23,100,22.32,2232
M12,4/09/23,261.9,22.32,"5,845.61"
M12,12/09/23,323.79,22.32,"7,226.99"
M12,18/09/23,294.26,21.99,"6,470.78"
M12,25/09/23,237.21,21.099,"5,004.89"
M12,30/09/23,270.9,21.099,"5,715.72"
M12,6/10/23,305.04,21.499,"6,558.05"
M12,10/10/23,280,21.499,"6,019.72"
M12,14/10/23,184.12,21.099,"3,884.75"
M12,18/10/23,259.28,21.2,"5,496.74"
M12,23/10/23,237.39,21.2,"5,032.67"
M12,26/10/23,268,21.2,5681.6
M12,30/10/23,168,21.2,3561.6
M12,2/11/23,186.6,21.2,"3,955.92"
M12,8/11/23,260.01,21.2,"5,512.21"
M12,16/11/23,267.67,21.7,"5,808.44"
M12,20/11/23,250,21.7,5425
M12,23/11/23,195.02,20.5,"3,997.91"
M12,24/11/23,190,20.5,3895
M12,29/11/23,200,20.299,4059.8
M12,5/12/23,300,20.299,6089.7
M12,22/11/23,200,20.5,4100
M12,30/11/23,300,20.299,6089.7
M12,8/12/23,310,20.299,"6,292.69"
M12,18/12/23,260,19.99,5197.4
M12,13/12/23,290,19.99,5797.1
M12,20/12/23,227,19.99,"4,537.73"
M12,23/12/23,238.31,19.69,"4,692.32"
M12,28/12/23,255,19.69,"5,020.95"
M12,3/01/24,90,19.69,1772.1
M12,4/01/24,281,19.69,"5,532.89"
M12,8/01/24,90,19.69,1772.1
M12,10/01/24,280.02,19.69,"5,513.59"
M12,24/01/24,90,19.69,1772.1
M12,14/01/24,90,19.69,1772.1
M12,15/01/24,270,19.69,5316.3
M12,18/01/24,256,19.69,"5,040.64"
M12,25/01/24,325,19.69,"6,399.25"
M12,23/01/24,90,19.69,1772.1
M12,29/01/24,286,19.69,"5,631.34"
M12,9/02/24,352,19.6,6899.2
M12,13/02/24,290,19.6,5684
M12,17/02/24,355,19.6,6958
M12,1/03/24,340.01,20.6,"7,004.21"
M12,28/02/24,40,20.6,824
M12,6/03/24,70,20.6,1442
M12,7/03/24,331,20.6,6818.6
M12,12/03/24,90,20.6,1854
M12,13/03/24,336.44,21.5,"7,233.46"
M12,19/03/24,295,21.1,6224.5
M12,22/03/24,280,21.1,5908
M12,25/03/24,90,21.1,1899
M12,27/03/24,283,21.1,5971.3
M12,3/04/24,338,21.6,7300.8
M12,8/04/24,321,21.6,6933.6
M12,11/04/24,257,21.6,5551.2
M12,19/04/24,275,21.6,5940
M12,15/04/24,311,21.6,6717.6
M12,25/04/24,320,21.6,6912
M12,24/04/24,80,21.6,1728
M12,29/04/24,273,21.6,5896.8
M12,4/05/24,300,21.6,6480
M12,9/05/24,331,21.6,7149.6
M12,13/05/24,80,21.6,1728
M12,15/05/24,345.8,22.5,7780.5
M12,22/05/24,333,22.5,7492.5
M12,18/05/24,270,22.5,6075
M12,28/05/24,340,22.5,7650
M12,4/06/24,83.01,22.69,1883.5
M12,1/06/24,351,22.69,"7,964.19"
M12,7/06/24,315,22.69,"7,147.35"
M12,10/06/24,327,22.69,"7,419.63"
M12,12/06/24,225,22.69,"5,105.25"
M12,15/06/24,266,22.69,"6,035.54"
M12,19/06/24,80,22.69,1815.2
M12,20/06/24,350,22.69,7941.5
M12,26/06/24,340,22.69,7714.6
M12,25/06/24,80,22.69,1815.2
M12,4/07/24,293,22.69,"6,648.17"
M12,29/06/24,303,22.69,"6,875.07"
M12,9/07/24,331,22.69,"7,510.39"
M12,15/07/24,340,22.69,7714.6
M-34,2/10/24,200,21.25,4250
M-34,4/10/24,610.48,21.25,12972.7
M-26,2/01/23,827,22.1,18276.7
M-26,9/01/23,750,22.1,16575
M-26,14/01/23,590,21.7,12803
M-26,23/01/23,200,23.84,4768
M-26,18/01/23,676.561,21.7,"14,681.37"
M-26,25/01/23,859.263,21.7,"18,646.01"
M-26,28/01/23,535.748,21.7,"11,625.73"
M-26,25/01/23,19.374,23.22,449.86
M-26,31/01/23,262.104,21.7,"5,687.66"
M-26,4/02/23,100.041,20.97,"2,097.86"
M-26,2/02/23,668.9,21.7,"14,515.13"
M-26,13/02/23,849.702,19,"16,144.34"
M-26,17/02/23,565.46,19,"10,743.74"
M-26,18/02/23,349,19,6631
M-26,23/02/23,250,23.28,5820
M-26,24/02/23,729.408,20.152,"14,699.03"
M-26,2/03/23,512.19,20.152,"10,321.65"
M-26,9/03/23,561.24,20.73,"11,634.51"
M-26,13/03/23,672,20.73,"13,930.56"
M-26,15/03/23,225.16,20.73,"4,667.57"
M-26,17/03/23,288.26,20.73,"5,975.63"
M-26,21/03/23,633.54,21.9,"13,874.53"
M-26,25/03/23,650.31,21.9,"14,241.79"
M-26,30/03/23,804.13,21.57,"17,345.08"
M-26,28/03/23,100,23.46,2346
M-26,1/04/23,284.76,21.61,"6,153.66"
M-26,4/04/23,589.4,21.2,"12,495.28"
M-26,4/04/23,589.4,21.2,"12,495.28"
M-26,8/04/23,631.53,21.9,"13,830.51"
M-26,17/04/23,400,23.19,9276
M-26,20/04/23,802.62,21.9,"17,577.38"
M-26,19/04/23,200,21.9,4380
M-26,25/04/23,400,23.49,9396
M-26,27/04/23,635.99,21.53,"13,692.86"
M-26,15/05/23,706.16,22.15,"15,641.44"
M-26,16/05/23,63.8,20.2,"1,288.76"
M-26,18/05/23,567.54,20.2,"11,464.31"
M-26,23/05/23,646.53,20.2,"13,059.91"
M-26,27/05/23,751.13,20.2,"15,172.83"
M-26,17/06/23,759.08,21.7,"16,472.04"
M-26,3/06/23,498.17,21.79,"10,855.12"
M-26,6/06/23,630,21.7,13671
M-26,12/06/23,656.15,21.7,"14,238.46"
M-26,3/06/23,150,23.85,3577.5
M-26,1/06/23,420.809,23.74,"9,990.01"
M-26,23/06/23,751,21.7,16296.7
M-26,26/06/23,752.6,21.7,"16,331.42"
M-26,29/06/23,156.86,20.48,"3,212.49"
M-26,1/07/23,336.326,23.49,7900.3
M-26,1/07/23,63.674,23.49,1495.7
M-26,4/07/23,764.81,20.48,"15,663.31"
M-26,8/07/23,686.12,20.48,"14,051.74"
M-26,12/07/23,250,23.69,5922.5
M-26,15/07/23,332.86,22.33,"7,432.76"
M-26,13/07/23,598.04,21.72,"12,989.43"
M-26,2/08/23,200,23.23,4646
M-26,5/08/23,200,22.93,4586
M-26,5/08/23,677.06,23.37,"15,822.89"
M-26,12/08/23,669.77,23.2,"15,538.66"
M-26,10/08/23,200,23.49,4698
M-26,11/08/23,200,23.49,4698
M-26,17/08/23,200,23.49,4698
M-26,19/08/23,647.19,22.32,"14,445.28"
M-26,18/08/23,200,23.69,4738
M-26,24/08/23,200,23.68,4736
M-26,25/08/23,200,23.49,4698
M-26,26/08/23,680.38,22.32,"15,186.08"
M-26,5/09/23,759.47,22.32,"16,951.37"
M-26,31/08/23,200,24.36,4872
M-26,2/09/23,200,23.69,4738
M-26,6/09/23,200,23.49,4698
M-26,8/09/23,200,23.78,4756
M-26,9/09/23,681.37,22.32,"15,208.18"
M-26,12/09/23,220,22.32,4910.4
M-26,13/09/23,200,23.58,4716
M-26,15/09/23,200,23.68,4736
M-26,18/09/23,645.24,21.99,"14,188.83"
M-26,2/10/23,365.44,21.499,"7,856.59"
M-26,5/10/23,785.434,24.05,"18,889.69"
M-26,7/10/23,754.45,21.499,"16,219.92"
M-26,12/10/23,200,24.05,4810
M-26,13/10/23,662.47,21.099,"13,977.45"
M-26,17/10/23,200,24.09,4818
M-26,20/10/23,726.4,21.2,"15,399.68"
M-26,24/10/23,531.21,21.2,"11,261.65"
M-26,28/10/23,250,24.97,6242.5
M-26,29/10/23,744.61,24.39,"18,161.04"
M-26,1/11/23,690.26,21.2,"14,633.51"
M-26,6/11/23,639.43,21.2,"13,555.92"
M-26,10/11/23,569.7,21.2,"12,077.64"
M-26,20/11/23,450.36,21.7,"9,772.81"
M-26,13/11/23,599.1,23.78,14246.6
M-26,14/11/23,501.03,23.68,"11,864.39"
M-26,16/11/23,300,23.79,7137
M-26,18/11/23,400,23.68,9472
M-26,19/11/23,599.1,23.78,14246.6
M-26,23/11/23,588.67,24.39,"14,357.66"
M-26,27/11/23,500,23.68,11840
M-26,2/12/23,350,23.49,8221.5
M-26,3/12/23,599.92,23.79,14272.1
M-26,6/12/23,599.17,23.89,"14,314.17"
M-26,14/12/23,200,23.78,4756
M-26,14/12/23,250,23.78,5945
M-26,16/12/23,300,23.88,7164
M-26,8/12/23,520.022,23.78,"12,366.12"
M-26,16/12/23,226.07,23.88,"5,398.55"
M-26,29/11/23,599.92,23.89,"14,332.09"
M-26,19/12/23,322.6,19.99,"6,448.77"
M-26,11/12/23,406.01,23.89,"9,699.58"
M-26,20/12/23,286.21,19.99,"5,721.34"
M-26,24/12/23,250,23.88,5970
M-26,24/12/23,250,23.88,5970
M-26,26/12/23,500.03,19.69,"9,845.59"
M-26,29/12/23,685.099,25.16,"17,237.09"
M-26,3/01/24,300,24.49,7347
M-26,3/01/24,150,24.49,3673.5
M-26,4/01/24,695.78,19.69,"13,699.91"
M-26,8/01/24,598.61,19.69,"11,786.63"
M-26,5/02/24,754.328,25.66,"19,356.06"
M-26,4/02/24,250,25.19,6297.5
M-26,8/02/24,400,23.59,9436
M-26,9/02/24,468.341,25.66,"12,017.63"
M-26,13/02/24,758,19.6,14856.8
M-26,17/02/24,807.01,19.6,15817.4
M-26,27/02/24,521.93,20.6,"10,751.76"
M-26,2/03/24,469.48,20.6,"9,671.29"
M-26,6/03/24,100,24.45,2445
M-26,6/03/24,700,20.6,14420
M-26,9/03/24,702.94,20.6,"14,480.56"
M-26,12/03/24,515.04,20.6,"10,609.82"
M-26,15/03/24,200,24.59,4918
M-26,16/03/24,539,21.5,11588.5
M-26,20/03/24,600.58,21.1,"12,672.24"
M-26,23/03/24,609.48,21.1,"12,860.03"
M-26,30/03/24,750,21.1,15825
M-26,3/04/24,178.113,26.66,"4,748.49"
M-26,2/04/24,150,24.99,3748.5
M-26,3/04/24,640.739,26.66,17082.1
M-26,8/04/24,802.25,21.6,17328.6
M-26,13/04/24,511,21.6,11037.6
M-26,19/04/24,488,21.6,10540.8
M-26,17/04/24,585,21.6,12636
M-26,24/04/24,355,21.6,7668
M-26,26/04/24,300,24.97,7491
M-26,26/04/24,345,21.6,7452
M-26,1/05/24,210,21.6,4536
M-26,8/05/24,540.4,21.6,"11,672.64"
M-26,4/05/24,536,21.6,11577.6
M-26,10/05/24,479.87,21.6,"10,365.19"
M-26,15/05/24,640,22.5,14400
M-26,23/05/24,605,22.5,13612.5
M-26,18/05/24,548.01,22.5,"12,330.23"
M-26,28/05/24,345.08,22.5,7764.3
M-26,1/06/24,200,22.69,4538
M-26,3/06/24,692,22.69,"15,701.48"
M-26,5/06/24,417.41,22.69,"9,471.03"
M-26,11/06/24,100.02,22.69,"2,269.45"
M-26,11/06/24,677.69,22.69,"15,376.79"
M-26,13/06/24,330.12,22.69,"7,490.42"
M-26,17/06/24,631,22.69,"14,317.39"
M-26,19/06/24,506.57,22.69,"11,494.07"
M-26,21/06/24,388,22.69,"8,803.72"
M-26,25/06/24,588.88,22.69,"13,361.69"
M-26,28/06/24,594.79,24.99,14863.8
M-26,1/07/24,200,22.69,4538
M-26,3/07/24,732,22.69,"16,609.08"
M-26,6/07/24,658.07,22.69,"14,931.61"
M-26,11/07/24,360,22.69,8168.4
M-26,18/07/24,750,22.69,17017.5
M-26,22/07/24,567.27,22.69,"12,871.36"
M-26,26/07/24,400,25.79,10316
M-26,29/07/24,770.24,22.69,"17,476.75"
M-26,24/07/24,501.94,22.69,"11,389.02"
M-26,1/08/24,669.69,22.69,"15,195.27"
M-26,5/08/24,206.791,25.57,"5,287.65"
M-26,7/08/24,717.854,27.16,"19,496.91"
M-26,9/08/24,475.69,22.69,"10,793.41"
M-26,14/08/24,505.53,22.69,"11,470.48"
M-26,12/08/24,498.03,22.69,11300.3
M-26,16/08/24,618.3,22.69,"14,029.23"
M-26,19/08/24,297.66,22.69,"6,753.91"
M-26,21/08/24,543.38,22.69,"12,329.29"
M-26,24/08/24,698.53,22.69,"15,849.65"
M-26,31/08/24,645.33,22.69,"14,642.54"
M-26,4/09/24,540.03,22.69,"12,253.28"
M-26,27/08/24,480.42,22.69,"10,900.73"
M-26,28/08/24,544.85,22.69,"12,362.65"
M-26,7/09/24,515,22.69,"11,685.35"
M-26,6/09/24,536.09,22.69,"12,163.88"
M-26,12/09/24,600,22.69,13614
M-26,14/09/24,562.11,22.69,"12,754.28"
M-26,19/09/24,540.13,22.9,"12,368.98"
M-26,21/09/24,587.19,22.9,"13,446.65"
M-26,24/09/24,540.04,22.9,"12,366.92"
M-26,27/09/24,600,22.9,13740
M-26,30/09/24,537.95,21.25,"11,431.44"
M-26,2/10/24,317,21.25,"6,736.25"
M-25,3/01/23,554,22.1,12243.4
M-25,4/01/23,115,22.1,2541.5
M-25,9/01/23,584.54,22.1,"12,918.33"
M-25,12/01/23,790.013,21.7,"17,143.28"
M-25,17/01/23,225.264,21.7,"4,888.23"
M-25,19/01/23,685.274,24.65,16892
M-25,25/01/23,728.124,21.7,"15,800.29"
